service;datetime;message;emosi
youtube;8/2/2023 12:42;Gokil sih byu! sinyalnya aja gampang dijangkau sampe harganya juga ikutan terjangkau wkwk;5
youtube;8/2/2023 12:44;setelah pindah ke by.U internetan di rumah w makin lancar;5
youtube;8/2/2023 12:31;byu paling lancar buat drakoran;5
youtube;8/2/2023 11:34;Mantap sekarang by.U banyak diskon dah kayak cuci gudang;5
youtube;8/2/2023 11:31;kalo di sekolah gua ad kathleen sih, pasti semangat belajar dulu;5
youtube;8/2/2023 11:14;sukses terus kak kathleen;5
youtube;8/2/2023 11:14;Emang mantap by.U banyak bonusnya;5
youtube;8/2/2023 10:43;makin bagus aja nih mainnya;5
youtube;8/4/2023 12:33;Bangga banget telkomsel award 2023 bisa datengin xodiac;5
youtube;8/4/2023 13:07;Devinisi bangga dunia akhirat nih bundanya Zayyan, sukses selalu zayyan dan XodiacðŸ˜â™¥ï¸;5
youtube;8/4/2023 12:57;Pasti bundanya bangga banget sama ZayyanðŸ¥¹ðŸ¥¹ðŸ¥¹ðŸ˜;5
youtube;8/4/2023 12:27;mantap benar deh ayam kalkun nyaðŸ˜®;5
youtube;8/4/2023 12:21;Nonton full ternak ayam kalkun ya kakak dan tetap semangat ya kakak;5
youtube;8/5/2023 9:21;Mantap abg sudah update aja â¤;5
youtube;8/5/2023 8:49;Asik update ontime, mantap minðŸ˜˜;5
youtube;8/5/2023 21:52;Keren sukses selalu buat karyanyaâœ¨;5
youtube;8/5/2023 20:53;Mantap filmnya;5
youtube;8/5/2023 20:50;sukses maseee;5
youtube;8/5/2023 20:39;keren.... bagus ...good;5
youtube;8/5/2023 20:28;Semangat berkarya;5
youtube;8/5/2023 19:44;keren mas Rafi, sukses buat project nya ðŸ™;5
youtube;8/5/2023 20:41;telopok lancar;5
youtube;8/6/2023 11:49;Seru ya ternyata cara main kalkun;5
youtube;8/6/2023 14:42;Sangat unik ayam kalkun nya kawin.. Sukses selalu saudara kuðŸ‘ðŸ‘;5
youtube;8/6/2023 15:15;Beuh langsung ada mantap bang;5
youtube;8/6/2023 14:17;Makasih bang, dari kemarin daftar gak dapet balasan mulu pas pake kk yang lain langsung bisa. Semangat bikin kontennya bang saya subscribe channel abang...;5
youtube;8/6/2023 20:07;Sukses terus buat dmasiv;5
youtube;8/15/2023 22:03;Maanntap di desa jadi kencang 20mbpsðŸ˜®â¤ sukses selalu;5
youtube;8/15/2023 19:31;Mantap kali, speednya jos;5
youtube;8/15/2023 18:26;Mantap kak..<br>Jos banget..;5
youtube;8/15/2023 18:18;Mantap langsung otw;5
youtube;8/15/2023 18:15;Mantap kak<br>Langsung work;5
youtube;8/20/2023 3:24;Aksi penipuan telpon, mengatasnamakan telkomsel, endingnya bikin ngakak #penipuantelepon #telkomsel ;5
youtube;7/21/2023 22:45;Cara shoot kamera yang midnight sky sama special love udah keren bgttt sihh, emang pas lagu awal agak bikin pusing sih  Tapi bagian akhir udah keren. Makasih udah bacain komentar dan masukannya buat kameramen. Thankssssssss;5
youtube;7/21/2023 22:07;Thank you telkomsel,walaupun sdkt sedih krn kamera ya yg sgt jauh jd kurang jelas lihat muka member xodiac  Sm zico;5
youtube;7/22/2023 12:37;Terharu banget pokoknya top buat xodiacâ¤â¤â¤;5
youtube;8/2/2023 10:26;"so switt. jomblo nangis dipojokan liat ayu &amp; bayu";5
youtube;6/6/2023 20:27;Wah info yang sangat bagus ini;5
youtube;6/10/2023 18:25;Akhirnya uppdat juga channel favoritâ¤;5
youtube;6/18/2023 21:56;Wah makasih infonya ðŸ™ðŸ˜;5
youtube;7/6/2023 18:49;Rumornya ada xodiac, bener gak sihðŸ˜ kalau iya wow seneng bangettt;5
youtube;7/14/2023 19:08;Sumpah nagih woy nonton mereka.. ðŸ¤£ðŸ˜<br>Sukses yaaa buat candaan ruang tengah;5
youtube;7/21/2023 14:30;Akhirnya Kembali keruang tengah lagi... baru mulai langsung ngakak ðŸ˜‚;5
youtube;7/21/2023 23:41;WOW SERU BANGET . TERIMAKASIH TELKOMSEL â¤â¤;5
youtube;7/21/2023 23:20;Apapun yang terjadi hari ini , saya sebagai xobliss berterima kasih kepada pihak telkomsel karna sudah mengundang anak kesayangan kami XODIAC KE INDONESIA ðŸ’šðŸ‡²ðŸ‡¨ dan akhirnya zayyan setelah sekian lama bisa balik lagi ke indonesia untuk mengobati rasa rindunya , terima kasih juga untuk para xobliss yang hadir hari ini kita semua bangga dengan kalian semua yang telah mendukung xodiac sampai saat ini , jujur seneng bgt melihat para member sebahagia ini melihat kalian semua yang sangat sangat meriahhhh , terima kasih semuanyaaa xoblisss indonesia sayang kalian ðŸ’šðŸ’šðŸ’š;5
youtube;7/21/2023 22:13;Terima kasih telkomsel awards sudah mengundang xodiac akhirnya zayyan dan teman bisa pulang kampung main kerumah zayyan ðŸ˜ðŸ¤—;5
youtube;7/21/2023 22:10;Puasnya bisa lihat xodiac di indonesia, serasa konser lho semua lagu dibawakan, wah Daebak <br>trimakasih telkomsel sudah undang Xodiac, semoga lebih banyak yang kenal lagi ya, semangat mendukung anak negeri;5
youtube;7/21/2023 22:05;Buset Zico killing bgt,berasa konser solo uy ðŸ˜­ banyak bawain lagu, jarang jarang gitu;5
youtube;7/21/2023 21:57;Thank you Telkomsel for inviting our xodiac. You guys are amazing xodiac. Come to Indonesia often, yes. I love xodiac a lot;5
youtube;7/22/2023 15:00;Sumpah pas abang Jay bilang kalian memang keren suara nya itu loh kek yang lucu banget ðŸ˜» menurut ku sih hehe ðŸ˜âœŒ;5
youtube;7/22/2023 16:19;Putri cantik pakai baju ping putri emang muti talenta  udah mendunia  amazing putri â¤â¤ðŸ‘ðŸ‘;5
youtube;7/22/2023 16:26;wah makasih, jadi tau kalau nonton dari section tribun, aku di cat A1 festival hehe ^^;5
youtube;7/22/2023 18:42;Aku bangga n sneng bgt,,, akhirnya bsa liat mereka mnggung d ðŸ‡®ðŸ‡© ,,, good jobe bt xodiac. ðŸ‘ðŸ‘ðŸ‘ðŸ‘;5
youtube;7/22/2023 20:49;Wah zayyan mukanya udah kek org korea asli aja.  Keren deh zayyan;5
youtube;7/22/2023 18:57;Sy sangat terhura dan ikut bahagia melihat pencapaian Zayyang saat ini, dg sabar tekun semangat pantang menyerah akhirnya berhasil meraih impiannya...we proud of u Zayy, smg sukses mendunia bersama Xodiac, luv.u so much.â¤;5
youtube;7/22/2023 1:29;WOW  WOW  PUTRI  DI  MANA  NO  SATU  DAN  SEHAT  SELALU .PUTRI  DAN  JADI  DIVA  DUNIA .KAMU   PUTRI  AKU  YAKIN  YUK .BERDOA  DAN  HANTARKAN  PUTRI  KE  KEPENANG  DI  AGT  OK;5
youtube;7/22/2023 22:20;Ya Allah aura nya benar2 amazing zayyan â¤â¤â¤â¤â¤;5
youtube;7/23/2023 12:54;WOW ZAYYAN bawain lagu indonesia raya di acara telkomsel awards2023[fancam] Xodiac keren banget zayyan bawain lagu ke bangsaan indonesia raya di acara telkomsel awards2023;5
youtube;7/23/2023 8:24;Amazing <br>VOB makin mendunia <br>Bravo VOB ðŸ¤˜ðŸ¤˜ðŸ¤˜;5
youtube;7/24/2023 9:00;"putri ariani shock raih penghargaan favorit solo singer telkomsel #putriariani #telkomsel #shorts video menyajikan informasi tentang penghargaan yang baru diterima penyanyi putri ariani berupa favorit solo singer dari Telkomsel. #putriariani #putri #telkomsel #shorts #viral #trending #artis #feedshorts #beritaartisterbaru #feed #subscribe #bebet #subscribe #youtube #feedshort #short #shortsvideo #shortvideo 

Jangan Lupa SUBSCRIBE @BebetTube";5
youtube;7/24/2023 20:50;Wah mantap bang tutornya;5
youtube;7/25/2023 19:30;Akhirnya bisa join trend ini di Indonesia ðŸ˜‚ #zayyan #telkomsel;5
youtube;7/26/2023 20:57;Wah seru campingnya gak perlu kabel rol lagi, Bluetti memang solusi keluarga campers nih ðŸ¤©ðŸ‘;5
youtube;7/26/2023 18:01;Wah seru banget;5
youtube;8/2/2023 11:41;buset sinyal byu ngebut kgk ada tanding;5
youtube;8/2/2023 11:24;Daebak baru aja pindah pake kartu by.U;5
youtube;8/4/2023 22:13;wow bisa langsung pindah alam dong ðŸ˜®ðŸ˜…;5
twitter;6/1/2023 1:35;@Telkomsel Daerah cikarang barat min td parah bgt jam kotak mulluðŸ˜« tp ini udh cepet lg hehe;5
twitter;6/1/2023 16:39;@johnny_tsel WOI LUCU BGT ANYING ASTAGFIRULLAH;5
twitter;6/4/2023 11:00;@techdanger @rissech1 @Heraloebss Xl jelek sinyalnya, dulu jaman bru lulus, kerja pakai xl, kerja di daerah simatupang.begitu ke gedung yg tebel misal jauh dari kaca dia jelek sinyalnya, harus deket kaca gedung biar dapet sinyal. Basement juga jelek. Akhirnya ganti simpati alhamdulillah bagus mau dibasement pun;5
twitter;6/9/2023 10:26;ADUH GUA CINTA TELKOMSEL DEH DMN MANA ENAK BGT ANJ NGGA KAYA INDOMARTEN ITU;5
twitter;6/13/2023 19:18;"@Telkomsel Makasih lho min @Telkomsel 
Maaf banget ganggu mlmÂ² hehehe.
I love telkomsel min. 
Meskipun agak mahal dr pada yg lain, tp aku tetep setia sm @Telkomsel ðŸ«¶ðŸ«¶ðŸ«¶ðŸ˜£ðŸ˜£ðŸ˜£";5
twitter;6/15/2023 12:29;@jeongghan Murah menurutkuu paketannya, trs sinyalnya juga bagus dimana mana. Kalo ujan/mati listrik jg ttp bagus, soalnya tsel ku jelek biasanya..;5
twitter;6/16/2023 9:46;U harus tau harga kuota byu 12GB 50rb alias ITU UDAH MURAH BGT ANJIR https://t.co/dLS239LkPq;5
twitter;7/5/2023 18:49;@indosatim3 udah makin mahal tapi sinyal jelek banget, mending pake tsel lancar jaya @Telkomsel ðŸ™„ðŸ™„;5
twitter;7/14/2023 7:13;"anjir beneran kaget dikasi kuota 9GB sama by.U WKWKWK

Terima kasih by.u ðŸ¥°ðŸ¥° @byu_id https://t.co/VlOLlAAnfc";5
twitter;7/15/2023 11:57;@byuuchaan nularrr bgt byu pokoknya kalo anak ini happyðŸ¥ºbikin pengen ngelindungin dia dari hal jahat yang ada di dunia hahaha karna rasanya udh cukup bgt effort uyon bisa sampe duduk di posisi dia sekarang ini, maju sini u yg berani ganggu bocil ini kita majuuuuðŸ˜­ðŸ¥ºðŸ‘ŠðŸ»;5
twitter;7/15/2023 12:53;@jen_jxz aku cinta tsel walau kek pantek;5
twitter;7/15/2023 7:01;Anjir aja telkomsel ngundang zico, yg laen kek elaaahh masa zico sih...ya KAN GW JADI NGEBET BGT HARUS BERANGKAAAAATTT ANJEEENGGGG;5
twitter;7/16/2023 15:42;@pramuhtialll Kan seneng parah pas tau zico di undang ke acara telkomsel awards ðŸ˜ðŸ˜ #ZICOxTelkomselAwards2023;5
twitter;7/16/2023 15:31;"Senang bngt deh karena bisa nonton Zico dan adek Xodiac juga secara langsung dan nyanyi bareng. Kece parah pokoknya Telkomsel Awards 
#ZICOxTelkomselAwards2023";5
twitter;7/16/2023 15:30;"Ini sih bikin panas dingin akhirnya loh bisa liat secara langsung zico seneng bngt sih bkln bisa nyanyi bareng makasih telkomsel awards 
#ZICOxTelkomselAwards2023";5
twitter;7/19/2023 23:55;@Telkomsel @donkim30 Aowkaowk ini ngakak asli goblok ðŸ¤£;5
twitter;7/21/2023 20:29;@XODIAC_twt sumpah emosi bgt, makasi banyak @Telkomsel udah ngundang xodiac tp ga gini juga, knp pas mereka tampil kameraman nya gitu sih, udah jauh bgt + lightning nya mengganggu lagi:(;5
twitter;7/21/2023 21:14;@naydozen anying gue ketawa polll ðŸ˜­ðŸ˜­ gue jg effort nyalain tv mau liat zayyan tbtb udhan aja tuh. kt tsel nya spa suruh gabeli tiket;5
twitter;7/25/2023 23:07;@panthenoI @discountfess aku juga pke by.U wakakakk lumayan menang terus rp 0 di shopee.. warnya anjrit detik ke 5 udh abis voc nya, sinyal emng harus manteng wkwk;5
twitter;8/6/2023 2:00;@AREAJULID @byu_id Sampe akhirnya di semester 3 gw kuliah, kita udahan karena dia~ udh lah jadi kesel sendiri, tapi inget cerita itu skrg jadi senyum2 sendiri juga. Kisah yg kalo kata org mah biasa tp buat gw sangat berkesan. #CumaKamuYangBisa;5
twitter;8/9/2023 8:53;"RT @Telkomsel: Buat kamu yang udah melakukan ini, terima kasih ya! ðŸ˜˜

Jangan lupa buat langsung buang ke tempat sampah biar ga numpuk dan jâ€¦";5
twitter;8/9/2023 22:17;Anjir bgt tu akun gaperna ga lucuuuu terutama kalo dubbing enhaðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ w dari pulang kerja smp skrg blom mandi blom makan gara2 asik nntn lino telkomselðŸ˜­ðŸ«¶;5
twitter;8/14/2023 9:13;@bnuratmaja @L_MarshaJKT48 parah banget ya emangðŸ˜¡ðŸ˜¡ðŸ˜¡ bismillah marsha BA telkomsel;5
twitter;8/13/2023 12:16;@byybyu Memang nyebelin TAPI KAK BYU HARUS BANGET NONTON RED WHITE AND ROYAL BLUEðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­;5
twitter;8/13/2023 17:36;Emg enak sih buat ngonser soalnya kotak lebar ga kaya ice 1 hall, trus ada toilet dalem hall konser tp terlalu effort anjir ke ujung ancol... mana tsel pas dlem hall kaga ada jaringan,,,, sbeel bgt aq abis sc nunggu konser bengong doang;5
twitter;8/16/2023 18:20;"Asli saya ngiri, kanan kiri di KRL tujuan Bogor pada scroll, nonton dll di hp, semua ga ada yg lancar sinyalnya,
Lah gw, sinyal powered by @TelkomselHalo langganan lebih dari 10tahun, lancar jaya luar biasa, BGST emang";5
twitter;8/18/2023 8:27;RT @Telkomsel: Mangats, ges! Ini saat yang pas buat kamu upgrade skill biar bisa cari uang tambahan. Tapi ingat ya, jangan sampe ganggu pekâ€¦;5
twitter;7/21/2023 19:35;golongan orang yang mageran, anti ribet kek gue nih plg mles klo byr tagihan satu per satu, tp skrg Indihome sm Telkomsel jdi 1 tagihan akhirny jiwa mager ku tertolong. sedang menanti promo di #TelkomselOne;5
twitter;6/27/2023 14:53;@azielemica @byu_id ehehehe iya kak, kmrn susah bgt sinyalny trnyt emg lg di kereta ajaðŸ˜®â€ðŸ’¨ðŸ˜®â€ðŸ’¨ðŸ˜®â€ðŸ’¨;5
twitter;7/3/2023 11:34;@simplyvvaa Benerr, tapi kalo ga telkomsel susah sinyalnyaaa ðŸ˜ƒðŸ˜ƒ;5
twitter;7/5/2023 13:23;@convomfs Kalau mau bagus ya Tsel, sekarang indosat agak susah sinyalnya;5
twitter;7/14/2023 4:58;"RT @lianaVhie: Buat yang beli tiket premium telkomsel yang 750k untuk
 #ì†Œë””ì—‘
#XODIAC 
Tidak perlu khawatir ya , itu tidak diundi yang pentinâ€¦";5
twitter;7/21/2023 21:35;@Gendhis_syt @hallonic_ @Telkomsel Liat bonusÂ²nya deh. Kyknya ga rugi juga klo ga check-in tiap hari https://t.co/AHegGZhhKW;5
twitter;7/22/2023 19:48;"RT @indihomeborneo: Sob, kali ini MinNeo lagi nyobain filter dikejar Zombie ðŸ§ŸðŸ§Ÿâ€â™€ï¸ 

Ternyata susah juga yaa ðŸ˜°ðŸ˜©

Ada yang udah coba juga nggâ€¦";5
twitter;7/27/2023 17:40;Om @Telkomsel, tolong bantu lagi utk Perpanjangan add on SMOOA GOLD IndiHome saya. Thanks ya Oom;5
twitter;7/30/2023 22:18;sekian purnama ga langganan disney+ hotstar karena kini paket inet tsel bundling sama prime yg susah bgt aktifinnya dan beralih ke netflix. tibaÂ² dapat sms gini dan bukan prank, ya jelas happy bgt lah. makasih tsel buat apresiasinya. seringÂ² ya ðŸ™ðŸ»ðŸ˜ https://t.co/joR1NTuSZK;5
twitter;8/9/2023 21:55;@Telkomsel Okei kak! Makasih ya kak, tolong bgt kabarin sebelum jam 8 ya kak ðŸ¥ºðŸ¥º;5
twitter;8/10/2023 11:20;@Telkomsel mimin tolong jawabbbbb, kuota hepi telkomsel kapan lagi ya ada? terus super deal juga kapan lagi adanyaa?ðŸ˜­;5
twitter;6/3/2023 9:20;"Pokoknya mantap, mnta di aktifin jaringan Volte, langsng gercep, ga ribet sama sekali
 @Telkomsel ðŸ˜ðŸ˜ðŸ˜
Layanannya memuaskan https://t.co/d9zqBhnZDK";5
twitter;6/2/2023 12:10;@Telkomsel Udh kak, udh bagus lg sekarang. Ni sya bisa ngetwt kan;5
twitter;6/3/2023 11:16;@Heraloebss untung gapernah termakan omongan sales tsel, tidak seperti kamu @sickaftersucks ahahah;5
twitter;6/3/2023 11:20;@Heraloebss Alhamdulillah aku belum pernah pakai Telkomsel sejak awal pegang hp.;5
twitter;6/3/2023 11:31;alhamdulillah HP bisa dual sim. sim telkomsel untuk terima telpon saja. yang lain pakai xl. terima kasih e-sim @myXL https://t.co/LjD6ZKJjg4;5
twitter;6/3/2023 11:32;@Heraloebss Digital yg kena charge sekitar 7500an. Ya aku fine aja sih krn emg pake Disney via tsel. Jadi bener2 ga ngerasain yg org2 blg alhamdulillah ðŸ¥¹;5
twitter;6/3/2023 11:37;@Heraloebss Dulu pas SD bokap beliin kartu Telkomsel karena buat hubungan komunikasi keluarga aja. Semenjak ada 3 Manchester United gw langsung pindah pake 3. Beruntung bisa survive 16 thn selamat dari mahalnya kartu Telkomsel;5
twitter;6/3/2023 12:13;me namain akun ini @uvintelkom biar rezeki me lancar seperti sinyal telkomsel, akun ini jadi wangi dan hoki aamiin;5
twitter;6/3/2023 12:58;Untung gua kalau telkomsel nlpon kga pernah gua angkat soalnya kalau nelpon pasti mau nawarin sesuatu https://t.co/2xxKVk2Uzx;5
twitter;6/3/2023 13:02;@Heraloebss Mantap betul @Telkomsel ðŸ˜€;5
twitter;6/3/2023 13:53;admin telkomsel seru di pesbuk wkwkwkw;5
twitter;6/3/2023 14:02;"@Heraloebss Untung ngga pake @Telkomsel ...
Gw pake nya @XLAxiata_Tbk .... Selama ini ga ada kendala....";5
twitter;6/3/2023 14:52;@_Sicboy @Telkomsel @Heraloebss Untung dulu sy ganti fisik kartu di tawari migrasi Halo ga mau.;5
twitter;6/3/2023 16:04;"Untung sekarang tinggal menyisakan satu produk TSEL. Yaitu By.U 
Itu pun nomor secondary ðŸ˜€ https://t.co/6RnptULQXB";5
twitter;6/3/2023 16:21;@Heraloebss untung udah tutup halo dari lama ðŸ˜mnding migrasi sekalian ke kuota based kaya liveON , byU.. uda cukup kenyang sama jargon Tsel sinyal bagus se nusantara, ga kepake jg ðŸ¤£;5
twitter;6/3/2023 16:32;@BebalBoy @Heraloebss @Telkomsel Lucu bgt emang pas ditawarin halo disebutin tnc nya? Kalo disebutin ada disebutin bagian harga dapat berubah sewaktu2 dan keputusan doal harga gabisa diganggu gugat???? Sbmlm komen mikir dulu;5
twitter;6/3/2023 17:14;@Neng_sofyy @Telkomsel Ini masih bagus harganya neng https://t.co/IMpe7MxPjz;5
twitter;6/3/2023 18:25;@StellarSynapse Tsel mah emg iya tp aku cinta tsel tetep.;5
twitter;6/3/2023 18:28;@bu_wang_xian05 @WargasipilM @Heraloebss mantap ini kak, operator digitalnya telkomsel. https://t.co/vPwB1duMY9;5
twitter;6/3/2023 18:47;@Heraloebss Aku pernah bbrp kaki di tlp i wong telkomsel gae migrasi teko simpati nak halo. Untung tak tolak. Mungkin bapak iki wkt migrasi kartu gk takok2 sek seng detail. Angger iyaiyo ae.;5
twitter;6/3/2023 19:02;@Heraloebss @Linmas_desa @Telkomsel Menarik sekali memang jargon dan prestise nya;5
twitter;6/3/2023 19:03;@Heraloebss Saya puas dengan pelayanan telkomsel. Dulu sinya ditempat kerja saya ini sangat buruk. Semakin hari semakin baik. Malah sudah 4g+ sekarang. Hebat telkomsel. Lanjutkan perbaikan yang berkelanjutan;5
twitter;6/3/2023 19:49;@Heraloebss Untung nomerku bukan telkomsel ðŸ¤;5
twitter;6/3/2023 21:42;demi streaming lancar gue beli 8gb tsel yg habis hari ini doang. demi dream lancar jayaðŸ«¡;5
twitter;6/3/2023 22:09;@alvinlie21 @Telkomsel Alhamdulillah gua dah pindah.....abis diporotin...quota ada pulsa tetep abis......xl cuy...mantap...klo bankmah BCA nya...apa2 mudah !!;5
twitter;6/3/2023 22:28;"@Heraloebss Untung tiap kali di telfon sama CS NYA @Telkomsel pas ditawarin halo pascabayar selalu ak tolak. 
Karna emang buat ak itu kurang efisien dan kurang sejalan sama isi donpetâ€¦";5
twitter;6/3/2023 22:54;@Telkomsel @silotwit Kayak nya  Halo+ malah makin mahal ya. Untung jg sy ga mau migrasi ke halo, walau sales halo nelpon sy bbrapa kali;5
twitter;6/3/2023 23:09;terima kasih @Telkomsel pulsanya balik lagi, feedback ke pelanggan bagus n cepat tanggap lanjutkan ðŸ‘ðŸ‘ðŸ‘ https://t.co/O6UUpPdLE4 https://t.co/AEAvqZlfhR;5
twitter;6/4/2023 2:31;@Heraloebss untung ga pernah mau pake @Telkomsel karena pricey dan banyak kejadian juga kayak gini mending @AXISgsm;5
twitter;6/4/2023 3:37;@Dwi_Kuniarsa @Heraloebss @Telkomsel @myXL Baru tau @myXL ada e-SIMnya, menarik;5
twitter;6/4/2023 5:58;@Heraloebss Saya ngalamin dapet gratis disney hotstar tiba2 beli lagi ga gratis. Padahal jelas di my telkomsel terpampang jelas gratis hotstar. Udahlah.. ditanya cs pasti pimpong;5
twitter;6/4/2023 6:27;"@Heraloebss Pernah ditelp Csnya jg untuk pindah ke hallo, alasannya krn tiap blan isi pulsa diatas 100 ribu jd bagusnya pindah ke hallo, agak maksa2 gtu wktu telp tp Alhamdulillah ga mau
Krn mhalnya paket internet telkomsel malh kepikiran pake 2 no, telkomsel hy aktf biasa paket pake no lain";5
twitter;6/4/2023 6:56;@WagimanDeep212_ @Telkomsel @CCICPolri Untung gw belasan taon pake @myXLCare ga pernah ada kendala. Udeh pada migrasi aja ke XL;5
twitter;6/4/2023 7:36;@Heraloebss Apa cuma gue yg ngerasa lebih untung pake Halo pascabayar dibanding Telkomsel prabayar ðŸ™„;5
twitter;6/4/2023 18:14;Saya segera mengurusnya ke GraPARI terdekat. Alhamdulillah dan itu sudah teratasi (2019). Tapi saat ini karna orangtua jarang menggunakan Telkomsel, sehingga ia lupa untuk mengisi pulsa nya, saat itu  kartunya hangus dan tidak bisa digunakan;5
twitter;6/4/2023 18:39;@ireneerain Kalau di Jember, tsel bagus. Kalau di Jakarta sini, di daerahku, yang bagus xl. Makanya kalau balik sini jarang punya gratisan combo gitu.;5
twitter;6/4/2023 19:22;"Gara gara serial ini jadi langganan @vidio 
Untung @Telkomsel ada paket bundling nya

Dan mmg seru series ini, walo ada beberapa pemain yg kaku dan maksa aktingnya https://t.co/xU1OXSXpzp";5
twitter;6/4/2023 20:14;@abdelachrian Bener,  genak tau pake Halo+ soalnya benefit nya banyak banget plus dapet diskon nya gede sering dapet internet gratis, bisa cek sendiri di App Telkomsel tapi ya ada syarat dan ketentuan yang berlaku ya gaes ya, pokonya aku puas pake Halo+;5
twitter;6/4/2023 20:42;Kemarin gw ke grapari, ada 3 loket, dua cust disebelah gw  keluhan nya samaâ€¦tidak bisa internet, terus dijelasin cs nya itu ga bisa internet karena kuota nya udah abis, mana bapak2 udah tua gitu.. kasian sih gw, sukses deh buat telkomsel;5
twitter;6/4/2023 10:35;Kek gw pernah d telfn operator buat pindah ke halo + d tawarin promo dengan alasan transaksi gw bagus dan  lama aktif. Tapi gw tetep bilang ga mau.jangan mau gais. Pakai / pilih operator srsuai kebutuhan. https://t.co/aNF9mwDq7J;5
twitter;6/3/2023 15:39;pindah ke teman pintar aja, ada pilihannya paket internet per bulan wkwkw https://t.co/VEqr09b5ff;5
twitter;6/3/2023 12:04;Untung pas ditawarin migrasi ke halo aku ndak mau ðŸ˜Œ https://t.co/DEumCDi6Mb;5
twitter;6/3/2023 11:20;Untung ga migrasi ke kartu halo, nomer tetep aktif tapi gapake pulsa. Internet pake kartu lain. https://t.co/p0mRAbg9Hq;5
twitter;6/4/2023 9:08;@Heraloebss Alhamdulillah ada yg mewakili kekecewaan gw....;5
twitter;6/4/2023 6:48;@Heraloebss Plat merah emang meresahkan, seenaknya bikin pengguna jadi langganan ini itu tanpa diketahui, alhasil pulsa bocor terus, ga ada sisa ðŸ˜‘ Alhamdulillah sekarang pindah ke provider lain yang lebih waras..;5
twitter;6/4/2023 2:08;@Heraloebss Untung gue masih pake esia;5
twitter;6/3/2023 21:24;@Heraloebss untung dulu gua tolak, padahal udah ditlpn sampe 2x, tetep gua tolak, donâ€™t touch me iâ€™m famous pokoknya mah ðŸ¤£;5
twitter;6/3/2023 21:01;"@Heraloebss Sbg pengguna kartu halo sejak 2009 hingga skrg. Alhamdulillah tdk pernah merasakan kendala berarti. Dan utk perubahan paket scr otomatis bln kmrn aku mengalaminya tp sblm itu selalu muncul bbrp kali notif bahwa paket halo akan berubah &amp; diminta utk cek &amp; gnti dg paket yg trsedia";5
twitter;6/3/2023 20:20;@Heraloebss Ini kalau daftar paket combo all internet dan sosmed yg terpisah emang iya harus ngabisin yg all internet dulu baru sosmednya bisa kepake? Daftar paket combo biar bisa scroll tiktok puas ehh malah data all inetnya yg abis duluanðŸ˜‘;5
twitter;6/3/2023 18:22;@_vectorage @DudyRudianto @Heraloebss kemungkinan besar pake semacam word analyzer, kyk ngambil sampel2 gtu dari komen2 yg ada, entah suatu kata atau kalimat, menarik sih;5
twitter;6/3/2023 18:00;@Heraloebss Gue bnget ne, sering bnget ngalami,ampe bln ini byar udah 194rb, ðŸ˜‚ðŸ˜‚!! Krn lawan plat merah nya pemerintah gue males aja ribut2,ga bakalan menang mo d bawa kmn pun ðŸ˜‚ðŸ˜‚ðŸ˜‚,yg cukup buat gue puas,gue smpe hr ini bs maki pemerintah aja,pemerintahhhhhh pukimakkkkkkkkk;5
twitter;6/3/2023 17:36;@Heraloebss Oalahh untung ga jadi migrasi ke halo;5
twitter;6/3/2023 17:35;@Heraloebss sebagai user Indihome ngakak liat bapak ini ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;5
twitter;6/3/2023 17:08;@Heraloebss pernah ditawarin jadi halo katanya tarif bakal naek kalo ga upgrage ke halo.. gue bilang kalo mahal tinggal ganti.. ketawa deh tuh yg nelpon;5
twitter;6/3/2023 16:28;@Heraloebss Halah mending ke xl mantap anti ngelag ngelag;5
twitter;6/3/2023 16:24;@Heraloebss Untung dulu pas ditawarin migrasi ke halo gamau;5
twitter;6/3/2023 16:07;@Heraloebss Mending pindah ke kartu three gw saranin three skr lebih bagus di antara semua provider, three aktif setahun tanpa  harus isi pulsa, daftar paket nelfon jg ada, nelfon ke semua oprarorpun masi murah pake pulsa biasa, jaringan udah kepelosok;5
twitter;6/3/2023 16:05;@Heraloebss Untung sempat di telpon gw tolak ngapain pindah ðŸ¤£;5
twitter;6/3/2023 15:18;"@Heraloebss Preferensi pribadi : masih seneng pakai provider yg melayani prabayar walau saat ini dipaksa pascabayar.

Karena melihat penawaran harga pascabayar bisa boncos dompetnya brader..";5
twitter;6/3/2023 14:32;@Heraloebss Untung si selly udah cabut;5
twitter;6/3/2023 13:32;"@anteraja_Ina @Heraloebss @IndosatCare Saya wkt itu ngembaliin kartu yg ilang gratis sih, cuma paling iai pulsa aja 25rb

XL juga sama, kalo XL isi pulsa 10rb";5
twitter;6/3/2023 13:12;@Heraloebss Pernah ke grapari ganti kertu sim jadul jaman nokia ke kertu sim yg baru pas mau migrasi ke hp android. Kt pegawai grapari harus langganan kartu halo jg ðŸ¤£ðŸ¤£ tp bulan depannya untung bs brenti langganan;5
twitter;6/3/2023 12:34;@Heraloebss untung pake tri;5
